
Quale	O		
microrganismo	O		
ci	O		
aspettiamo	O		
di	O		
trovare?	O		

1-	O		
Escherichia	B-Claim	HighQuality	
coli.	I-Claim	HighQuality	

2-	O		
Enterococcus	B-Claim	HighQuality	
faecalis.	I-Claim	HighQuality	

3-	O		
Salmonella	B-Claim	HighQuality	
typhi.	I-Claim	HighQuality	

4-	O		
Candida	B-Claim	HighQuality	
albicans.	I-Claim	HighQuality	

5-	O		
Proteus	B-Claim	HighQuality	
mirabilis.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
5	O		

Domanda	O		
di	O		
epidemiologia	O		
condivisa	O		
con	O		
l'URO.	O		

La	B-Claim	HighQuality	
litiasi	I-Claim	HighQuality	
coralliforme	I-Claim	HighQuality	
è	I-Claim	HighQuality	
associata	I-Claim	HighQuality	
a	I-Claim	HighQuality	
germi	I-Claim	HighQuality	
che	I-Claim	HighQuality	
scindono	I-Claim	HighQuality	
l'urea:	I-Claim	HighQuality	
Proteus	I-Claim	HighQuality	
in	I-Claim	HighQuality	
primo	I-Claim	HighQuality	
luogo,	I-Claim	HighQuality	
Pseudomonas,	I-Claim	HighQuality	
Klebsiella	I-Claim	HighQuality	
e	I-Claim	HighQuality	
alcuni	I-Claim	HighQuality	
stafilococchi.	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
ENDOCRINOLOGIA	O		

CLINICAL	O		
CASE:	O		

Una	B-Premise	HighQuality	
donna	I-Premise	HighQuality	
di	I-Premise	HighQuality	
45	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
è	I-Premise	HighQuality	
arrivata	I-Premise	HighQuality	
in	I-Premise	HighQuality	
clinica	I-Premise	HighQuality	
con	I-Premise	HighQuality	
una	I-Premise	HighQuality	
diagnosi	I-Premise	HighQuality	
di	I-Premise	HighQuality	
tumore	I-Premise	HighQuality	
neuroendocrino	I-Premise	HighQuality	
diagnosticato	I-Premise	HighQuality	
dopo	I-Premise	HighQuality	
una	I-Premise	HighQuality	
pancreatectomia	I-Premise	HighQuality	
parziale	I-Premise	HighQuality	
per	I-Premise	HighQuality	
un	I-Premise	HighQuality	
tumore	I-Premise	HighQuality	
di	I-Premise	HighQuality	
2	I-Premise	HighQuality	
cm	I-Premise	HighQuality	
nella	I-Premise	HighQuality	
coda	I-Premise	HighQuality	
del	I-Premise	HighQuality	
pancreas.	I-Premise	HighQuality	

Il	B-Premise	HighQuality	
tumore	I-Premise	HighQuality	
era	I-Premise	HighQuality	
stato	I-Premise	HighQuality	
individuato	I-Premise	HighQuality	
casualmente	I-Premise	HighQuality	
in	I-Premise	HighQuality	
una	I-Premise	HighQuality	
TAC	I-Premise	HighQuality	
addominale	I-Premise	HighQuality	
richiesta	I-Premise	HighQuality	
per	I-Premise	HighQuality	
completare	I-Premise	HighQuality	
lo	I-Premise	HighQuality	
studio	I-Premise	HighQuality	
di	I-Premise	HighQuality	
una	I-Premise	HighQuality	
semplice	I-Premise	HighQuality	
cisti	I-Premise	HighQuality	
epatica.	I-Premise	HighQuality	

Interrogando	B-Premise	HighQuality	
la	I-Premise	HighQuality	
paziente,	I-Premise	HighQuality	
la	I-Premise	HighQuality	
sua	I-Premise	HighQuality	
anamnesi	I-Premise	HighQuality	
comprende	I-Premise	HighQuality	
mestruazioni	I-Premise	HighQuality	
irregolari,	I-Premise	HighQuality	
amenorrea	I-Premise	HighQuality	
da	I-Premise	HighQuality	
6	I-Premise	HighQuality	
mesi,	I-Premise	HighQuality	
e	I-Premise	HighQuality	
ripetute	I-Premise	HighQuality	
coliche	I-Premise	HighQuality	
renoureterali	I-Premise	HighQuality	
dall'età	I-Premise	HighQuality	
di	I-Premise	HighQuality	
20	I-Premise	HighQuality	
anni,	I-Premise	HighQuality	
per	I-Premise	HighQuality	
le	I-Premise	HighQuality	
quali	I-Premise	HighQuality	
ha	I-Premise	HighQuality	
richiesto	I-Premise	HighQuality	
la	I-Premise	HighQuality	
litotrissia	I-Premise	HighQuality	
in	I-Premise	HighQuality	
diverse	I-Premise	HighQuality	
occasioni.	I-Premise	HighQuality	

Ha	B-Premise	HighQuality	
anche	I-Premise	HighQuality	
una	I-Premise	HighQuality	
storia	I-Premise	HighQuality	
familiare	I-Premise	HighQuality	
di	I-Premise	HighQuality	
colica	I-Premise	HighQuality	
renoureterale.	I-Premise	HighQuality	

Qual	O		
è	O		
il	O		
suo	O		
sospetto	O		
diagnostico?	O		

1-	O		
Neoplasia	B-Claim	HighQuality	
endocrina	I-Claim	HighQuality	
multipla	I-Claim	HighQuality	
di	I-Claim	HighQuality	
tipo	I-Claim	HighQuality	
1	I-Claim	HighQuality	
o	I-Claim	HighQuality	
sindrome	I-Claim	HighQuality	
di	I-Claim	HighQuality	
Wermer.	I-Claim	HighQuality	

2-	O		
Neoplasia	B-Claim	HighQuality	
endocrina	I-Claim	HighQuality	
multipla	I-Claim	HighQuality	
di	I-Claim	HighQuality	
tipo	I-Claim	HighQuality	
2	I-Claim	HighQuality	
A	I-Claim	HighQuality	
o	I-Claim	HighQuality	
sindrome	I-Claim	HighQuality	
di	I-Claim	HighQuality	
Sipple.	I-Claim	HighQuality	

3-	O		
Neoplasia	B-Claim	HighQuality	
endocrina	I-Claim	HighQuality	
multipla	I-Claim	HighQuality	
di	I-Claim	HighQuality	
tipo	I-Claim	HighQuality	
2B.	I-Claim	HighQuality	

4-	O		
Somatostatinoma.	B-Claim	HighQuality	

5-	O		
Un	B-Claim	HighQuality	
tumore	I-Claim	HighQuality	
neuroendocrino	I-Claim	HighQuality	
che	I-Claim	HighQuality	
produce	I-Claim	HighQuality	
PTH.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
1	O		

Una	O		
bella	O		
domanda	O		
clinica	O		
da	O		
parte	O		
degli	O		
uomini.	O		

Tumore	B-Premise	HighQuality	
neuroendocrino	I-Premise	HighQuality	
pancreatico	I-Premise	HighQuality	
+	I-Premise	HighQuality	
adenoma	I-Premise	HighQuality	
ipofisario	I-Premise	HighQuality	
(prolattinoma)	I-Premise	HighQuality	
+	I-Premise	HighQuality	
iperparatiroidismo	I-Premise	HighQuality	
(colica	I-Premise	HighQuality	
renoureterale	I-Premise	HighQuality	
nei	I-Premise	HighQuality	
giovani):	I-Premise	HighQuality	
MEN	B-Claim	HighQuality	
1	I-Claim	HighQuality	

Difficoltà	O		
media,	O		
poiché	O		
è	O		
necessario	O		
conoscere	O		
la	O		
triade	O		
MEN	O		
e	O		
riconoscere	O		
i	O		
diversi	O		
tumori.	O		

QUESTION	O		
TYPE:	O		
FARMACOLOGIA	O		

CLINICAL	O		
CASE:	O		

Una	B-Premise	HighQuality	
donna	I-Premise	HighQuality	
di	I-Premise	HighQuality	
70	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
con	I-Premise	HighQuality	
un'anamnesi	I-Premise	HighQuality	
di	I-Premise	HighQuality	
ipertensione	I-Premise	HighQuality	
e	I-Premise	HighQuality	
insufficienza	I-Premise	HighQuality	
cardiaca	I-Premise	HighQuality	
moderata	I-Premise	HighQuality	
ha	I-Premise	HighQuality	
presentato	I-Premise	HighQuality	
una	I-Premise	HighQuality	
tosse	I-Premise	HighQuality	
secca	I-Premise	HighQuality	
e	I-Premise	HighQuality	
persistente,	I-Premise	HighQuality	
iniziata	I-Premise	HighQuality	
con	I-Premise	HighQuality	
una	I-Premise	HighQuality	
sensazione	I-Premise	HighQuality	
di	I-Premise	HighQuality	
grattamento	I-Premise	HighQuality	
in	I-Premise	HighQuality	
gola.	I-Premise	HighQuality	

Qual	O		
è	O		
il	O		
farmaco	O		
che	O		
si	O		
sospetta	O		
abbia	O		
causato	O		
l'alterazione	O		
clinica	O		
e	O		
di	O		
laboratorio	O		
del	O		
paziente?	O		

1-	O		
Idroclorotiazide.	B-Claim	HighQuality	

2-	O		
Bisoprololo.	B-Claim	HighQuality	

3-	O		
Furosemida.	B-Claim	HighQuality	

4-	O		
Enalapril.	B-Claim	HighQuality	

5-Idralazina.	B-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
4	O		

Si	B-Claim	HighQuality	
tratta	I-Claim	HighQuality	
di	I-Claim	HighQuality	
effetti	I-Claim	HighQuality	
avversi	I-Claim	HighQuality	
tipici	I-Claim	HighQuality	
degli	I-Claim	HighQuality	
ACE-inibitori;	I-Claim	HighQuality	
nel	B-Claim	HighQuality	
caso	I-Claim	HighQuality	
della	I-Claim	HighQuality	
tosse,	I-Claim	HighQuality	
questa	I-Claim	HighQuality	
è	I-Claim	HighQuality	
solitamente	I-Claim	HighQuality	
secca	I-Claim	HighQuality	
e	I-Claim	HighQuality	
irritativa	I-Claim	HighQuality	
e	I-Claim	HighQuality	
si	I-Claim	HighQuality	
manifesta	I-Claim	HighQuality	
fino	I-Claim	HighQuality	
al	I-Claim	HighQuality	
3%	I-Claim	HighQuality	
dei	I-Claim	HighQuality	
pazienti.	I-Claim	HighQuality	

Nell'1%	B-Claim	HighQuality	
può	I-Claim	HighQuality	
verificarsi	I-Claim	HighQuality	
anche	I-Claim	HighQuality	
iperkaliemia.	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
PNEUMOLOGIA	O		

CLINICAL	O		
CASE:	O		

In	B-Premise	HighQuality	
un	I-Premise	HighQuality	
paziente	I-Premise	HighQuality	
con	I-Premise	HighQuality	
cirrosi	I-Premise	HighQuality	
epatica	I-Premise	HighQuality	
e	I-Premise	HighQuality	
ascite,	I-Premise	HighQuality	
che	I-Premise	HighQuality	
sviluppa	I-Premise	HighQuality	
un	I-Premise	HighQuality	
versamento	I-Premise	HighQuality	
pleurico	I-Premise	HighQuality	
con	I-Premise	HighQuality	
i	I-Premise	HighQuality	
seguenti	I-Premise	HighQuality	
dati	I-Premise	HighQuality	
sul	I-Premise	HighQuality	
liquido	I-Premise	HighQuality	
pleurico:	I-Premise	HighQuality	
LDH	I-Premise	HighQuality	
45	I-Premise	HighQuality	
U/L	I-Premise	HighQuality	
(siero	I-Premise	HighQuality	
220	I-Premise	HighQuality	
U/L),	I-Premise	HighQuality	
rapporto	I-Premise	HighQuality	
proteine	I-Premise	HighQuality	
pleuriche/siero	I-Premise	HighQuality	
0,3	I-Premise	HighQuality	
e	I-Premise	HighQuality	
rapporto	I-Premise	HighQuality	
LDH	I-Premise	HighQuality	
pleurico/siero	I-Premise	HighQuality	
0,2.	I-Premise	HighQuality	

Quale	O		
sarebbe	O		
l'atteggiamento	O		
giusto?	O		

1-	O		
Lo	B-Claim	HighQuality	
studio	I-Claim	HighQuality	
del	I-Claim	HighQuality	
liquido	I-Claim	HighQuality	
deve	I-Claim	HighQuality	
essere	I-Claim	HighQuality	
esteso	I-Claim	HighQuality	
per	I-Claim	HighQuality	
includere	I-Claim	HighQuality	
la	I-Claim	HighQuality	
conta	I-Claim	HighQuality	
cellulare,	I-Claim	HighQuality	
il	I-Claim	HighQuality	
glucosio,	I-Claim	HighQuality	
il	I-Claim	HighQuality	
pH,	I-Claim	HighQuality	
l'ADA,	I-Claim	HighQuality	
il	I-Claim	HighQuality	
colesterolo	I-Claim	HighQuality	
e	I-Claim	HighQuality	
la	I-Claim	HighQuality	
coltura.	I-Claim	HighQuality	
ADA,	I-Claim	HighQuality	
colesterolo	I-Claim	HighQuality	
e	I-Claim	HighQuality	
coltura.	I-Claim	HighQuality	

2-	O		
Biopsia	B-Claim	HighQuality	
pleurica	I-Claim	HighQuality	
cieca.	I-Claim	HighQuality	

3-	O		
Videotoracoscopia	B-Claim	HighQuality	
diagnostica.	I-Claim	HighQuality	

4-	O		
Antibioterapia	B-Claim	HighQuality	
empirica	I-Claim	HighQuality	
per	I-Claim	HighQuality	
il	I-Claim	HighQuality	
sospetto	I-Claim	HighQuality	
di	I-Claim	HighQuality	
versamento	I-Claim	HighQuality	
parapneumonico.	I-Claim	HighQuality	

5-	O		
Continuare	B-Claim	HighQuality	
il	I-Claim	HighQuality	
trattamento	I-Claim	HighQuality	
della	I-Claim	HighQuality	
sua	I-Claim	HighQuality	
malattia	I-Claim	HighQuality	
epatica.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
5	O		

Descrivono	B-Claim	HighQuality	
i	I-Claim	HighQuality	
parametri	I-Claim	HighQuality	
del	I-Claim	HighQuality	
liquido	I-Claim	HighQuality	
pleurico	I-Claim	HighQuality	
del	I-Claim	HighQuality	
trasudato,	I-Claim	HighQuality	
quindi	O		
se	B-Claim	HighQuality	
il	I-Claim	HighQuality	
paziente	I-Claim	HighQuality	
non	I-Claim	HighQuality	
è	I-Claim	HighQuality	
in	I-Claim	HighQuality	
insufficienza	I-Claim	HighQuality	
cardiaca	I-Claim	HighQuality	
si	I-Claim	HighQuality	
tratta	I-Claim	HighQuality	
di	I-Claim	HighQuality	
uno	I-Claim	HighQuality	
scompenso	I-Claim	HighQuality	
idropico.	I-Claim	HighQuality	

Non	O		
sono	O		
necessari	O		
ulteriori	O		
studi.	O		

QUESTION	O		
TYPE:	O		
PULMONOLOGIA	O		

CLINICAL	O		
CASE:	O		

Paziente	B-Premise	HighQuality	
di	I-Premise	HighQuality	
50	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
che	I-Premise	HighQuality	
presenta	I-Premise	HighQuality	
un	I-Premise	HighQuality	
versamento	I-Premise	HighQuality	
pleurico	I-Premise	HighQuality	
con	I-Premise	HighQuality	
le	I-Premise	HighQuality	
seguenti	I-Premise	HighQuality	
caratteristiche:	I-Premise	HighQuality	
aspetto	I-Premise	HighQuality	
paglierino,	I-Premise	HighQuality	
pH	I-Premise	HighQuality	
7,3,	I-Premise	HighQuality	
rapporto	I-Premise	HighQuality	
proteine/siero	I-Premise	HighQuality	
pleurico	I-Premise	HighQuality	
0,8,	I-Premise	HighQuality	
rapporto	I-Premise	HighQuality	
LDH/siero	I-Premise	HighQuality	
pleurico	I-Premise	HighQuality	
0,9,	I-Premise	HighQuality	
Gram	I-Premise	HighQuality	
e	I-Premise	HighQuality	
Ziehl	I-Premise	HighQuality	
negativi,	I-Premise	HighQuality	
lipidi	I-Premise	HighQuality	
totali,	I-Premise	HighQuality	
colesterolo	I-Premise	HighQuality	
e	I-Premise	HighQuality	
trigliceridi	I-Premise	HighQuality	
normali,	I-Premise	HighQuality	
cellule	I-Premise	HighQuality	
mesoteliali	I-Premise	HighQuality	
<5%,	I-Premise	HighQuality	
linfocitosi	I-Premise	HighQuality	
intensa	I-Premise	HighQuality	
senza	I-Premise	HighQuality	
atipie,	I-Premise	HighQuality	
ADA	I-Premise	HighQuality	
64	I-Premise	HighQuality	
U/l.	I-Premise	HighQuality	

Quale	O		
diagnosi	O		
suggerisce?	O		

1-	O		
Empiema	B-Claim	HighQuality	
pleurico.	I-Claim	HighQuality	

2-	O		
Versamento	B-Claim	HighQuality	
pleurico	I-Claim	HighQuality	
dovuto	I-Claim	HighQuality	
a	I-Claim	HighQuality	
insufficienza	I-Claim	HighQuality	
cardiaca	I-Claim	HighQuality	
(trasudato).	I-Claim	HighQuality	

3-	O		
Mesotelioma	B-Claim	HighQuality	
pleurico.	I-Claim	HighQuality	

4-	O		
Versamento	B-Claim	HighQuality	
pleurico	I-Claim	HighQuality	
tubercoloso.	I-Claim	HighQuality	

5-	O		
Ictus	B-Claim	HighQuality	
secondario	I-Claim	HighQuality	
a	I-Claim	HighQuality	
infarto	I-Claim	HighQuality	
polmonare.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
4	O		

Si	B-Claim	HighQuality	
tratta	I-Claim	HighQuality	
di	I-Claim	HighQuality	
un	I-Claim	HighQuality	
essudato	I-Claim	HighQuality	
linfocitario	I-Claim	HighQuality	
le	I-Claim	HighQuality	
cui	I-Claim	HighQuality	
diagnosi	I-Claim	HighQuality	
principali	I-Claim	HighQuality	
sono	I-Claim	HighQuality	
tumore	I-Claim	HighQuality	
e	I-Claim	HighQuality	
pleurite	I-Claim	HighQuality	
tubercolare.	I-Claim	HighQuality	

Non	B-Premise	HighQuality	
forniscono	I-Premise	HighQuality	
il	I-Premise	HighQuality	
valore	I-Premise	HighQuality	
del	I-Premise	HighQuality	
glucosio,	I-Premise	HighQuality	
che	I-Premise	HighQuality	
dovrebbe	I-Premise	HighQuality	
essere	I-Premise	HighQuality	
basso,	I-Premise	HighQuality	
ma	O		
la	B-Claim	HighQuality	
citologia	I-Claim	HighQuality	
mostra	I-Claim	HighQuality	
l'assenza	I-Claim	HighQuality	
di	I-Claim	HighQuality	
cellule	I-Claim	HighQuality	
maligne,	I-Claim	HighQuality	
quindi	I-Claim	HighQuality	
si	I-Claim	HighQuality	
tratta	I-Claim	HighQuality	
di	I-Claim	HighQuality	
pleurite	I-Claim	HighQuality	
tubercolare.	I-Claim	HighQuality	

Altre	B-Claim	HighQuality	
possibili	I-Claim	HighQuality	
diagnosi,	I-Claim	HighQuality	
come	I-Claim	HighQuality	
il	I-Claim	HighQuality	
linfoma,	I-Claim	HighQuality	
non	I-Claim	HighQuality	
sono	I-Claim	HighQuality	
elencate	I-Claim	HighQuality	
nelle	I-Claim	HighQuality	
risposte.	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
ANESTESIOLOGIA	O		
E	O		
CURE	O		
CRITICHE	O		

CLINICAL	O		
CASE:	O		

Un	B-Premise	HighQuality	
uomo	I-Premise	HighQuality	
di	I-Premise	HighQuality	
80	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
si	I-Premise	HighQuality	
presenta	I-Premise	HighQuality	
nel	I-Premise	HighQuality	
vostro	I-Premise	HighQuality	
ambulatorio	I-Premise	HighQuality	
per	I-Premise	HighQuality	
la	I-Premise	HighQuality	
valutazione	I-Premise	HighQuality	
di	I-Premise	HighQuality	
una	I-Premise	HighQuality	
colecistectomia	I-Premise	HighQuality	
laparoscopica	I-Premise	HighQuality	
programmata.	I-Premise	HighQuality	

Ha	B-Premise	HighQuality	
una	I-Premise	HighQuality	
storia	I-Premise	HighQuality	
di	I-Premise	HighQuality	
ipertensione	I-Premise	HighQuality	
arteriosa	I-Premise	HighQuality	
ed	I-Premise	HighQuality	
è	I-Premise	HighQuality	
in	I-Premise	HighQuality	
cura	I-Premise	HighQuality	
da	I-Premise	HighQuality	
10	I-Premise	HighQuality	
anni.	I-Premise	HighQuality	

Nega	B-Premise	HighQuality	
di	I-Premise	HighQuality	
essere	I-Premise	HighQuality	
affetto	I-Premise	HighQuality	
da	I-Premise	HighQuality	
malattie	I-Premise	HighQuality	
cardiache	I-Premise	HighQuality	
e	I-Premise	HighQuality	
polmonari.	I-Premise	HighQuality	

Nessun	B-Premise	HighQuality	
dolore	I-Premise	HighQuality	
al	I-Premise	HighQuality	
petto.	I-Premise	HighQuality	

Conduce	B-Premise	HighQuality	
una	I-Premise	HighQuality	
vita	I-Premise	HighQuality	
attiva	I-Premise	HighQuality	
e	I-Premise	HighQuality	
va	I-Premise	HighQuality	
in	I-Premise	HighQuality	
palestra	I-Premise	HighQuality	
ogni	I-Premise	HighQuality	
giorno,	I-Premise	HighQuality	
dove	I-Premise	HighQuality	
alterna	I-Premise	HighQuality	
il	I-Premise	HighQuality	
nuoto	I-Premise	HighQuality	
alla	I-Premise	HighQuality	
camminata	I-Premise	HighQuality	
sul	I-Premise	HighQuality	
tapis	I-Premise	HighQuality	
roulant	I-Premise	HighQuality	
per	I-Premise	HighQuality	
almeno	I-Premise	HighQuality	
un'ora.	I-Premise	HighQuality	

Trattamento	B-Premise	HighQuality	
abituale:	I-Premise	HighQuality	
nebivololo	I-Premise	HighQuality	
5	I-Premise	HighQuality	
mg	I-Premise	HighQuality	
ogni	I-Premise	HighQuality	
24	I-Premise	HighQuality	
ore	I-Premise	HighQuality	
e	I-Premise	HighQuality	
idroclorotiazide	I-Premise	HighQuality	
12,5	I-Premise	HighQuality	
mg	I-Premise	HighQuality	
al	I-Premise	HighQuality	
giorno.	I-Premise	HighQuality	

Esame	B-Premise	HighQuality	
fisico:	I-Premise	HighQuality	
peso	I-Premise	HighQuality	
73	I-Premise	HighQuality	
kg;	I-Premise	HighQuality	
altezza	I-Premise	HighQuality	
179	I-Premise	HighQuality	
cm;	I-Premise	HighQuality	
pressione	I-Premise	HighQuality	
arteriosa	I-Premise	HighQuality	
138/80	I-Premise	HighQuality	
mmHg;	I-Premise	HighQuality	
frequenza	I-Premise	HighQuality	
cardiaca	I-Premise	HighQuality	
60	I-Premise	HighQuality	
battiti/minuto.	I-Premise	HighQuality	

Non	B-Premise	HighQuality	
vengono	I-Premise	HighQuality	
auscultati	I-Premise	HighQuality	
soffi	I-Premise	HighQuality	
Quale	O		
dei	O		
seguenti	O		
è	O		
l'approccio	O		
preoperatorio	O		
più	O		
appropriato?	O		

1-	O		
Eseguire	B-Claim	LowQuality	
uno	I-Claim	LowQuality	corrected
stress	I-Claim	LowQuality	corrected
test	I-Claim	LowQuality	corrected

2-	O		
Eseguire	B-Claim	HighQuality	
l'ecocardiografia	I-Claim	HighQuality	

3-	O		
Eseguire	B-Claim	HighQuality	
una	I-Claim	HighQuality	
scansione	I-Claim	HighQuality	
con	I-Claim	HighQuality	
tallio	I-Claim	HighQuality	
e	I-Claim	HighQuality	
dipiridamolo.	I-Claim	HighQuality	

4-	O		
Eseguire	B-Claim	HighQuality	
l'elettrocardiogramma.	I-Claim	HighQuality	

5-	O		
nan	O		

RISPOSTA	O		
CORRETTA:	O		
4	O		

Una	O		
domanda	O		
del	O		
tutto	O		
gratuita,	O		
da	O		
parte	O		
di	O		
un	O		
uomo	O		
più	O		
sano	O		
di	O		
me	O		
che	O		
si	O		
sottoporrà	O		
a	O		
un	O		
intervento	O		
chirurgico	O		
a	O		
basso	O		
rischio	O		
su	O		
base	O		
programmata.	O		

La	B-Claim	HighQuality	
risposta	I-Claim	HighQuality	
è	I-Claim	HighQuality	
ovviamente	I-Claim	HighQuality	
4	I-Claim	HighQuality	

Se	B-Claim	HighQuality	
ci	I-Claim	HighQuality	
fosse	I-Claim	HighQuality	
stata	I-Claim	HighQuality	
una	I-Claim	HighQuality	
quinta	I-Claim	HighQuality	
opzione,	I-Claim	HighQuality	
si	I-Claim	HighQuality	
sarebbe	I-Claim	HighQuality	
detto	I-Claim	HighQuality	
che	I-Claim	HighQuality	
non	I-Claim	HighQuality	
c'è	I-Claim	HighQuality	
bisogno	I-Claim	HighQuality	
di	I-Claim	HighQuality	
fare	I-Claim	HighQuality	
nulla,	I-Claim	HighQuality	
il	I-Claim	HighQuality	
che	I-Claim	HighQuality	
avrebbe	I-Claim	HighQuality	
potuto	I-Claim	HighQuality	
creare	I-Claim	HighQuality	
qualche	I-Claim	HighQuality	
dubbio	I-Claim	HighQuality	
nello	I-Claim	HighQuality	
studente,	I-Claim	HighQuality	
ma	I-Claim	HighQuality	
in	I-Claim	HighQuality	
assenza	I-Claim	HighQuality	
della	I-Claim	HighQuality	
domanda,	I-Claim	HighQuality	
si	I-Claim	HighQuality	
tratta	I-Claim	HighQuality	
di	I-Claim	HighQuality	
una	I-Claim	HighQuality	
caramella.	I-Claim	HighQuality	

Sebbene	B-Claim	HighQuality	
esistano	I-Claim	HighQuality	
molti	I-Claim	HighQuality	
protocolli	I-Claim	HighQuality	
preoperatori,	I-Claim	HighQuality	
quasi	I-Claim	HighQuality	
quanti	I-Claim	HighQuality	
sono	I-Claim	HighQuality	
gli	I-Claim	HighQuality	
ospedali,	I-Claim	HighQuality	
la	I-Claim	HighQuality	
domanda	I-Claim	HighQuality	
rende	I-Claim	HighQuality	
facile	I-Claim	HighQuality	
inserire	I-Claim	HighQuality	
un	I-Claim	HighQuality	
paziente	I-Claim	HighQuality	
molto	I-Claim	HighQuality	
anziano,	I-Claim	HighQuality	
di	I-Claim	HighQuality	
80	I-Claim	HighQuality	
anni.	I-Claim	HighQuality	

La	B-Claim	HighQuality	
fascia	I-Claim	HighQuality	
di	I-Claim	HighQuality	
età	I-Claim	HighQuality	
a	I-Claim	HighQuality	
partire	I-Claim	HighQuality	
dalla	I-Claim	HighQuality	
quale	I-Claim	HighQuality	
si	I-Claim	HighQuality	
ritiene	I-Claim	HighQuality	
obbligatorio	I-Claim	HighQuality	
richiedere	I-Claim	HighQuality	
un	I-Claim	HighQuality	
ECG	I-Claim	HighQuality	
varia	I-Claim	HighQuality	
da	I-Claim	HighQuality	
45,	I-Claim	HighQuality	
50,	I-Claim	HighQuality	
60	I-Claim	HighQuality	
o	I-Claim	HighQuality	
addirittura	I-Claim	HighQuality	
70	I-Claim	HighQuality	
anni.	I-Claim	HighQuality	

Ad	O		
esempio:	O		
>	O		
50	O		
anni:	O		
sempre,	O		
a	O		
meno	O		
che	O		
non	O		
sia	O		
disponibile	O		
un	O		
ECG	O		
precedente	O		
<	O		
50	O		
anni:	O		
solo	O		
in	O		
presenza	O		
di	O		
cardiopatia	O		
nota	O		
o	O		
sospetta	O		
(CVRF),	O		
DM	O		
grave,	O		
ipertiroidismo	O		
o	O		
BPCO	O		
grave.	O		

QUESTION	O		
TYPE:	O		
APPARATO	O		
DIGERENTE	O		

CLINICAL	O		
CASE:	O		

Un	B-Premise	HighQuality	
uomo	I-Premise	HighQuality	
di	I-Premise	HighQuality	
60	I-Premise	HighQuality	
anni,	I-Premise	HighQuality	
affetto	I-Premise	HighQuality	
da	I-Premise	HighQuality	
colite	I-Premise	HighQuality	
ulcerosa	I-Premise	HighQuality	
estesa	I-Premise	HighQuality	
da	I-Premise	HighQuality	
15	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
e	I-Premise	HighQuality	
in	I-Premise	HighQuality	
remissione	I-Premise	HighQuality	
clinica	I-Premise	HighQuality	
da	I-Premise	HighQuality	
3	I-Premise	HighQuality	
anni,	I-Premise	HighQuality	
si	I-Premise	HighQuality	
rivolge	I-Premise	HighQuality	
al	I-Premise	HighQuality	
nostro	I-Premise	HighQuality	
ambulatorio	I-Premise	HighQuality	
per	I-Premise	HighQuality	
informarsi	I-Premise	HighQuality	
sul	I-Premise	HighQuality	
rischio	I-Premise	HighQuality	
di	I-Premise	HighQuality	
cancro	I-Premise	HighQuality	
del	I-Premise	HighQuality	
colon-retto	I-Premise	HighQuality	
e	I-Premise	HighQuality	
sulla	I-Premise	HighQuality	
possibilità	I-Premise	HighQuality	
di	I-Premise	HighQuality	
partecipare	I-Premise	HighQuality	
a	I-Premise	HighQuality	
programmi	I-Premise	HighQuality	
di	I-Premise	HighQuality	
prevenzione.	I-Premise	HighQuality	

È	O		
corretto	O		
informarvi	O		
che:	O		

1-	O		
La	B-Claim	HighQuality	
colite	I-Claim	HighQuality	
ulcerosa	I-Claim	HighQuality	
è	I-Claim	HighQuality	
associata	I-Claim	HighQuality	
a	I-Claim	HighQuality	
un	I-Claim	HighQuality	
aumento	I-Claim	HighQuality	
del	I-Claim	HighQuality	
rischio	I-Claim	HighQuality	
di	I-Claim	HighQuality	
cancro	I-Claim	HighQuality	
colorettale	I-Claim	HighQuality	
solo	I-Claim	HighQuality	
nei	I-Claim	HighQuality	
fumatori.	I-Claim	HighQuality	

2-	O		
Nel	B-Claim	HighQuality	
suo	I-Claim	HighQuality	
caso,	I-Claim	HighQuality	
dato	I-Claim	HighQuality	
che	I-Claim	HighQuality	
è	I-Claim	HighQuality	
in	I-Claim	HighQuality	
remissione	I-Claim	HighQuality	
a	I-Claim	HighQuality	
lungo	I-Claim	HighQuality	
termine,	I-Claim	HighQuality	
lo	I-Claim	HighQuality	
screening	I-Claim	HighQuality	
raccomandato	I-Claim	HighQuality	
per	I-Claim	HighQuality	
la	I-Claim	HighQuality	
popolazione	I-Claim	HighQuality	
generale	I-Claim	HighQuality	
