seen I-Premise
a I-Premise
doctor I-Premise
since I-Premise
he I-Premise
was I-Premise
a I-Premise
teenager. I-Premise

What O
attitude O
or O
test O
do O
you O
think O
is O
the O
most O
appropriate O
to O
recommend O
at O
that O
moment? O

1- O
Genetic B-Claim
mutational I-Claim
and I-Claim
linkage I-Claim
study. I-Claim

2- O
Abdomino-pelvic B-Claim
ultrasound. I-Claim

3- O
Helical B-Claim
computed I-Claim
axial I-Claim
tomography I-Claim
with I-Claim
iodinated I-Claim
contrast. I-Claim

4- O
Abdominal B-Claim
and I-Claim
cerebral I-Claim
MRI. I-Claim

5- O
Periodic B-Claim
clinical I-Claim
controls. I-Claim

CORRECT O
ANSWER: O
2 O

The B-Claim
correct I-Claim
answer I-Claim
is: I-Claim
2. I-Claim

Abdomino-pelvic B-Claim
ultrasound. I-Claim

Abdomino-pelvic B-Claim
ultrasound I-Claim
is I-Claim
undoubtedly I-Claim
the I-Claim
most I-Claim
specific I-Claim
and I-Claim
sensitive I-Claim
test I-Claim
for I-Claim
the I-Claim
diagnosis I-Claim
of I-Claim
polycystic I-Claim
kidney I-Claim
disease I-Claim
and, I-Claim
above I-Claim
all, I-Claim
the I-Claim
cheapest I-Claim
to I-Claim
demonstrate I-Claim
whether I-Claim
or I-Claim
not I-Claim
the I-Claim
patient's I-Claim
sibling I-Claim
has I-Claim
inherited I-Claim
polycystic I-Claim
kidney I-Claim
disease. I-Claim

QUESTION O
TYPE: O
NEPHROLOGY O

CLINICAL O
CASE: O

A B-Premise
66-year-old I-Premise
man I-Premise
with I-Premise
a I-Premise
history I-Premise
of I-Premise
ankylosing I-Premise
spondylitis I-Premise
of I-Premise
long I-Premise
evolution. I-Premise

He B-Premise
presents I-Premise
proteinuria I-Premise
of I-Premise
6 I-Premise
grams I-Premise
per I-Premise
day I-Premise
with I-Premise
hypoalbuminemia I-Premise
and I-Premise
edema. I-Premise

In B-Premise
the I-Premise
urinary I-Premise
sediment I-Premise
no I-Premise
hematuria I-Premise
is I-Premise
detected. I-Premise

His B-Premise
plasma I-Premise
creatinine I-Premise
is I-Premise
1.6 I-Premise
mg/dL I-Premise
and I-Premise
his I-Premise
glomerular I-Premise
filtration I-Premise
rate I-Premise
is I-Premise
45 I-Premise
mL/min. I-Premise

Glycemia B-Premise
110 I-Premise
mg/dL. I-Premise

His B-Premise
severe I-Premise
spinal I-Premise
deformity I-Premise
makes I-Premise
it I-Premise
difficult I-Premise
to I-Premise
perform I-Premise
percutaneous I-Premise
renal I-Premise
biopsy. I-Premise

What O
is O
the O
correct O
initial O
approach? O

1- O
To B-Claim
initiate I-Claim
corticoids I-Claim
for I-Claim
suspicion I-Claim
of I-Claim
minimal I-Claim
change I-Claim
glomerular I-Claim
disease. I-Claim

2- O
Treat B-Claim
with I-Claim
cyclophosphamide I-Claim
for I-Claim
suspected I-Claim
membranous I-Claim
glomerulopathy. I-Claim

3- O
Subcutaneous B-Claim
fat I-Claim
biopsy. I-Claim

4- O
Initiate B-Claim
dialysis. I-Claim

5- O
Glucose B-Claim
overload I-Claim
test I-Claim
to I-Claim
rule I-Claim
out I-Claim
diabetic I-Claim
nephropathy. I-Claim

CORRECT O
ANSWER: O
3 O

The B-Claim
correct I-Claim
answer I-Claim
is: I-Claim
3. I-Claim

Subcutaneous B-Claim
fat I-Claim
biopsy. I-Claim

Lupus B-Claim
erythematosus, I-Claim
some I-Claim
vasculitides, I-Claim
Goodpasture's I-Claim
disease I-Claim
and I-Claim
other I-Claim
systemic I-Claim
diseases I-Claim
(ankylosing I-Claim
spondylitis I-Claim
is I-Claim
one I-Claim
of I-Claim
them) I-Claim
affect I-Claim
the I-Claim
kidney I-Claim
and I-Claim
condition I-Claim
its I-Claim
prognosis. I-Claim

The B-Claim
appearance I-Claim
of I-Claim
urinary I-Claim
abnormalities I-Claim
or I-Claim
renal I-Claim
impairment I-Claim
of I-Claim
parenchymal I-Claim
cause I-Claim
are I-Claim
indications I-Claim
for I-Claim
renal I-Claim
biopsy, I-Claim
even I-Claim
with I-Claim
proteinuria I-Claim
ranges I-Claim
lower I-Claim
than I-Claim
those I-Claim
accepted I-Claim
in I-Claim
primary I-Claim
nephropathies. I-Claim

The B-Claim
determination I-Claim
of I-Claim
anti-GBM I-Claim
antibodies I-Claim
and I-Claim
ANCAS I-Claim
are I-Claim
helpful I-Claim
for I-Claim
diagnosis, I-Claim
but I-Claim
they I-Claim
do I-Claim
not I-Claim
replace I-Claim
renal I-Claim
biopsy, I-Claim
since I-Claim
they I-Claim
lack I-Claim
prognostic I-Claim
value I-Claim
and I-Claim
do I-Claim
not I-Claim
help I-Claim
to I-Claim
plan I-Claim
treatment. I-Claim

In B-Claim
this I-Claim
case, I-Claim
in I-Claim
which I-Claim
we I-Claim
are I-Claim
led I-Claim
to I-Claim
think I-Claim
that I-Claim
renal I-Claim
biopsy I-Claim
is I-Claim
not I-Claim
possible, I-Claim
we I-Claim
must I-Claim
relate I-Claim
AE I-Claim
to I-Claim
renal I-Claim
failure. I-Claim

In B-Claim
most I-Claim
cases, I-Claim
the I-Claim
relationship I-Claim
is I-Claim
established I-Claim
by I-Claim
an I-Claim
IgA I-Claim
nephropathy, I-Claim
which I-Claim
presents I-Claim
with I-Claim
hematuria, I-Claim
a I-Claim
symptom I-Claim
that I-Claim
claims I-Claim
not I-Claim
to I-Claim
exist I-Claim
in I-Claim
this I-Claim
case. I-Claim

A B-Claim
non-negligible I-Claim
number I-Claim
of I-Claim
patients I-Claim
with I-Claim
evolved I-Claim
AD I-Claim
is I-Claim
amyloidosis, I-Claim
which I-Claim
also I-Claim
matches I-Claim
the I-Claim
patient's I-Claim
symptomatology. I-Claim

Therefore, B-Claim
and I-Claim
given I-Claim
that I-Claim
amyloidosis I-Claim
can I-Claim
be I-Claim
diagnosed I-Claim
with I-Claim
a I-Claim
subcutaneous I-Claim
fat I-Claim
biopsy, I-Claim
it I-Claim
is I-Claim
answer I-Claim
3 I-Claim
that I-Claim
should I-Claim
be I-Claim
considered I-Claim
valid. I-Claim

QUESTION O
TYPE: O
NEPHROLOGY O

CLINICAL O
CASE: O

A B-Premise
58-year-old I-Premise
woman, I-Premise
weight I-Premise
130 I-Premise
kg, I-Premise
height I-Premise
155 I-Premise
cm, I-Premise
body I-Premise
mass I-Premise
index I-Premise
> I-Premise
30 I-Premise
with I-Premise
mild I-Premise
hypertension, I-Premise
blood I-Premise
glucose I-Premise
108 I-Premise
mg/dL I-Premise
and I-Premise
absence I-Premise
of I-Premise
edema I-Premise
in I-Premise
the I-Premise
lower I-Premise
limbs. I-Premise

Blood B-Premise
analysis I-Premise
showed I-Premise
Cr I-Premise
2.0 I-Premise
mg/dL, I-Premise
Urea I-Premise
86 I-Premise
mg/dL, I-Premise
Alb I-Premise
3.8 I-Premise
g/1, I-Premise
Na I-Premise
142 I-Premise
mEq/L, I-Premise
K I-Premise
4 I-Premise
mEq/L. I-Premise

In B-Premise
urinalysis: I-Premise
sediment I-Premise
without I-Premise
alterations I-Premise
and I-Premise
in I-Premise
24 I-Premise
h I-Premise
urine I-Premise
proteinuria I-Premise
of I-Premise
6.3 I-Premise
g/24 I-Premise
h. I-Premise

Which O
of O
the O
following O
entities O
is O
more O
likely O
to O
be O
present? O

1- O
Secondary B-Claim
membranous I-Claim
glomerulonephritis. I-Claim

2- O
Focal B-Claim
and I-Claim
segmental I-Claim
glomerulonephritis. I-Claim

3- O
IgA B-Claim
nephropathy. I-Claim

4- O
Rapidly B-Claim
progressive I-Claim
glomerulonephritis. I-Claim

5- O
Minimal B-Claim
change I-Claim
nephropathy. I-Claim

CORRECT O
ANSWER: O
2 O

The B-Claim
correct I-Claim
answer I-Claim
is: I-Claim
2. I-Claim

Focal B-Claim
segmental I-Claim
glomerulonephritis. I-Claim

We B-Premise
are I-Premise
in I-Premise
front I-Premise
of I-Premise
a I-Premise
patient I-Premise
with I-Premise
renal I-Premise
insufficiency I-Premise
whose I-Premise
manifestation I-Premise
is I-Premise
a I-Premise
proteinuria. I-Premise

That B-Claim
places I-Claim
us I-Claim
in I-Claim
the I-Claim
picture I-Claim
of I-Claim
nonproliferative I-Claim
GN I-Claim
(membranous, I-Claim
focal I-Claim
and I-Claim
segmental I-Claim
and I-Claim
minimal I-Claim
changes, I-Claim
discarding I-Claim
the I-Claim
other I-Claim
two). I-Claim

If B-Claim
we I-Claim
also I-Claim
consider I-Claim
that I-Claim
the I-Claim
patient I-Claim
was I-Claim
obese, I-Claim
slightly I-Claim
hypertensive, I-Claim
the I-Claim
most I-Claim
probable I-Claim
is I-Claim
that I-Claim
it I-Claim
is I-Claim
a I-Claim
focal I-Claim
segmental I-Claim
glomerulonephritis. I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O
AND O
CARDIOVASCULAR O
SURGERY O

CLINICAL O
CASE: O

A B-Premise
45-year-old I-Premise
woman I-Premise
presents I-Premise
arterial I-Premise
hypertension I-Premise
(190/120 I-Premise
mmHg) I-Premise
accompanied I-Premise
by I-Premise
K I-Premise
2.5 I-Premise
mEq/l. I-Premise

An B-Premise
abdominal I-Premise
ultrasound I-Premise
shows I-Premise
stenosis I-Premise
of I-Premise
both I-Premise
renal I-Premise
arteries. I-Premise

Indicate O
which O
treatment O
is O
contraindicated: O

1- O
Enalapril. B-Claim

2- O
Propanolol. B-Claim

3- O
Amiloride. B-Claim

4- O
Prazosin. B-Claim

5- O
Amlodipine. B-Claim

CORRECT O
ANSWER: O
1 O

If B-Claim
the I-Claim
renal I-Claim
arteries I-Claim
are I-Claim
stenosed, I-Claim
blood I-Claim
has I-Claim
difficulty I-Claim
reaching I-Claim
the I-Claim
kidneys. I-Claim

That B-Claim
is, I-Claim
both I-Claim
are I-Claim
poorly I-Claim
perfused I-Claim
and I-Claim
can I-Claim
only I-Claim
create I-Claim
the I-Claim
pressure I-Claim
gradient I-Claim
necessary I-Claim
for I-Claim
filtration I-Claim
by I-Claim
contraction I-Claim
of I-Claim
the I-Claim
efferent I-Claim
arteriole. I-Claim

If B-Claim
we I-Claim
administer I-Claim
an I-Claim
ACEI, I-Claim
we I-Claim
will I-Claim
provoke I-Claim
the I-Claim
relaxation I-Claim
of I-Claim
this I-Claim
arteriole I-Claim
and I-Claim
the I-Claim
fall I-Claim
of I-Claim
the I-Claim
glomerular I-Claim
filtration I-Claim
rate. I-Claim

And B-Claim
if I-Claim
neither I-Claim
kidney I-Claim
filters, I-Claim
because I-Claim
both I-Claim
have I-Claim
arterial I-Claim
stenosis, I-Claim
we I-Claim
have I-Claim
a I-Claim
problem.... I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O
AND O
CARDIOVASCULAR O
SURGERY O

CLINICAL O
CASE: O

What B-Premise
examination I-Premise
would I-Premise
you I-Premise
advise I-Premise
in I-Premise
the I-Premise
first I-Premise
place I-Premise
for I-Premise
an I-Premise
82-year-old I-Premise
patient I-Premise
with I-Premise
exertional I-Premise
angina I-Premise
and I-Premise
a I-Premise
systolic I-Premise
ejection I-Premise
murmur I-Premise
of I-Premise
intensity I-Premise
3/6 I-Premise
on I-Premise
auscultation? I-Premise

1- O
A B-Claim
stress I-Claim
test. I-Claim

2- O
Coronary B-Claim
angiography. I-Claim

3- O
Exercise B-Claim
echocardiogram. I-Claim

4- O
Coronary B-Claim
CT I-Claim
scan. I-Claim

5- O
Doppler B-Claim
echocardiogram. I-Claim

CORRECT O
ANSWER: O
5 O

Ejective B-Claim
murmur, I-Claim
our I-Claim
first I-Claim
suspicion I-Claim
is I-Claim
aortic I-Claim
stenosis. I-Claim

Angina B-Claim
may I-Claim
be I-Claim
due I-Claim
to I-Claim
the I-Claim
stenosis I-Claim
itself I-Claim
or I-Claim
to I-Claim
underlying I-Claim
coronary I-Claim
artery I-Claim
disease I-Claim
(probable, I-Claim
given I-Claim
the I-Claim
age). I-Claim

And B-Claim
with I-Claim
this I-Claim
information, I-Claim
we I-Claim
cannot I-Claim
know I-Claim
if I-Claim
the I-Claim
stenosis I-Claim
is I-Claim
severe. I-Claim

Therefore, B-Claim
the I-Claim
first I-Claim
thing I-Claim
we I-Claim
will I-Claim
have I-Claim
to I-Claim
do I-Claim
will I-Claim
be I-Claim
to I-Claim
study I-Claim
the I-Claim
valve I-Claim
disease: I-Claim
we I-Claim
do I-Claim
not I-Claim
want I-Claim
to I-Claim
put I-Claim
the I-Claim
patient I-Claim
to I-Claim
run I-Claim
or I-Claim
overload I-Claim
him I-Claim
with I-Claim
dobuta I-Claim
and I-Claim
have I-Claim
a I-Claim
syncope, I-Claim
nor I-Claim
do I-Claim
we I-Claim
want I-Claim
to I-Claim
do I-Claim
a I-Claim
catheterization I-Claim
without I-Claim
having I-Claim
first I-Claim
performed I-Claim
another I-Claim
noninvasive I-Claim
test. I-Claim

And B-Claim
cardioTC, I-Claim
in I-Claim
someone I-Claim
80 I-Claim
years I-Claim
old, I-Claim
is I-Claim
going I-Claim
to I-Claim
tell I-Claim
us I-Claim
what I-Claim
we I-Claim
already I-Claim
know: I-Claim
that I-Claim
he I-Claim
has I-Claim
calcium I-Claim
up I-Claim
to I-Claim
his I-Claim
eyebrows. I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O
AND O
CARDIOVASCULAR O
SURGERY O

CLINICAL O
CASE: O

A B-Premise
70-year-old I-Premise
woman, I-Premise
hypertensive I-Premise
and I-Premise
diabetic, I-Premise
who I-Premise
has I-Premise
worked I-Premise
as I-Premise
a I-Premise
sales I-Premise
clerk I-Premise
all I-Premise
her I-Premise
life. I-Premise

She B-Premise
consults I-Premise
for I-Premise
an I-Premise
internal I-Premise
malleolar I-Premise
lesion I-Premise
in I-Premise
the I-Premise
right I-Premise
leg I-Premise
with I-Premise
intense I-Premise
pain I-Premise
throughout I-Premise
the I-Premise
day I-Premise
that I-Premise
worsens I-Premise
at I-Premise
night. I-Premise

On B-Premise
examination, I-Premise
there I-Premise
are I-Premise
uncomplicated I-Premise
varicose I-Premise
cords I-Premise
in I-Premise
both I-Premise
extremities I-Premise
and I-Premise
normal I-Premise
femoral I-Premise
and I-Premise
popliteal I-Premise
pulses I-Premise
with I-Premise
absence I-Premise
of I-Premise
distal I-Premise
pulses. I-Premise

What O
examination O
should O
we O
perform O
first? O

1- O
Venous B-Claim
echo-Doppler I-Claim
of I-Claim
lower I-Claim
limbs. I-Claim

2- O
Angioresonance B-Claim
of I-Claim
lower I-Claim
limbs. I-Claim

3- O
Arteriography. B-Claim

4- O
Ankle-brachial B-Claim
index. I-Claim

5- O
AngioCT. B-Claim

CORRECT O
ANSWER: O
4 O

At B-Claim
least I-Claim
for I-Claim
me, I-Claim
as I-Claim
a I-Claim
family I-Claim
physician, I-Claim
I I-Claim
usually I-Claim
start I-Claim
with I-Claim
the I-Claim
least I-Claim
invasive I-Claim
and I-Claim
most I-Claim
cost-effective I-Claim
tests, I-Claim
and I-Claim
in I-Claim
the I-Claim
case I-Claim
described, I-Claim
an I-Claim
ischemic I-Claim
problem I-Claim
in I-Claim
the I-Claim
lower I-Claim
limbs I-Claim
is I-Claim
the I-Claim
ankle-brachial I-Claim
index. I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O
AND O
CARDIOVASCULAR O
SURGERY O

CLINICAL O
CASE: O

A B-Premise
62-year-old I-Premise
patient I-Premise
who I-Premise
has I-Premise
had I-Premise
a I-Premise
pericardial I-Premise
bioprosthesis I-Premise
in I-Premise
mitral I-Premise
position I-Premise
for I-Premise
two I-Premise
years. I-Premise

He B-Premise
is I-Premise
admitted I-Premise
urgently I-Premise
for I-Premise
acute I-Premise
coronary I-Premise
syndrome. I-Premise

Two B-Premise
days I-Premise
later I-Premise
and I-Premise
after I-Premise
a I-Premise
favorable I-Premise
evolution, I-Premise
he I-Premise
suddenly I-Premise
presented I-Premise
heart I-Premise
failure I-Premise
with I-Premise
acute I-Premise
pulmonary I-Premise
edema. I-Premise

Select O
the O
diagnostic O
option O
in O
this O
case O
from O
the O
following O
possibilities: O

1- O
Acute B-Claim
post-infarction I-Claim
mitral I-Claim
insufficiency. I-Claim

2- O
Left B-Claim
ventricular I-Claim
aneurysm. I-Claim

3- O
Acute B-Claim
ventricular I-Claim
septal I-Claim
defect. I-Claim

4- O
Postinfarction B-Claim
atrial I-Claim
septal I-Claim
defect. I-Claim

5- O
Dysfunction B-Claim
of I-Claim
the I-Claim
bioprosthesis I-Claim
due I-Claim
to I-Claim
probable I-Claim
acute I-Claim
endocarditis. I-Claim

CORRECT O
ANSWER: O
3 O

The B-Claim
valve I-Claim
is I-Claim
biological I-Claim
and, I-Claim
in I-Claim
general, I-Claim
the I-Claim
veils I-Claim
are I-Claim
not I-Claim
sewn I-Claim
to I-Claim
the I-Claim
papillary I-Claim
muscles, I-Claim
so I-Claim
we I-Claim
don't I-Claim
care I-Claim
what I-Claim
happens I-Claim
to I-Claim
them. I-Claim

A B-Claim
ventricular I-Claim
aneurysm I-Claim
depresses I-Claim
LVEF, I-Claim
but I-Claim
does I-Claim
not I-Claim
suddenly I-Claim
put I-Claim
you I-Claim
into I-Claim
PAD. I-Claim

In B-Claim
contrast, I-Claim
a I-Claim
VSD I-Claim
sharply I-Claim
increases I-Claim
flow I-Claim
to I-Claim
the I-Claim
pulmonary I-Claim
bed, I-Claim
causing I-Claim
pulmonary I-Claim
edema, I-Claim
and I-Claim
is I-Claim
also I-Claim
one I-Claim
of I-Claim
the I-Claim
most I-Claim
frequent I-Claim
complications I-Claim
of I-Claim
AMI. I-Claim

Ischemic B-Claim
ASD... I-Claim
I I-Claim
do I-Claim
not I-Claim
deny I-Claim
that I-Claim
it I-Claim
exists, I-Claim
but I-Claim
it I-Claim
does I-Claim
not I-Claim
even I-Claim
appear I-Claim
in I-Claim
the I-Claim
guidelines. I-Claim

And B-Claim
endocarditis I-Claim
would I-Claim
not I-Claim
require I-Claim
so I-Claim
many I-Claim
saddlebags. I-Claim

QUESTION O
TYPE: O
PNEUMOLOGY O

CLINICAL O
CASE: O

A B-Premise
patient I-Premise
with I-Premise
severe I-Premise
COPD I-Premise
comes I-Premise
to I-Premise
the I-Premise
ED I-Premise
with I-Premise
an I-Premise
acute I-Premise
onset I-Premise
and I-Premise
presents I-Premise
an I-Premise
arterial I-Premise
blood I-Premise
gas I-Premise
drawn I-Premise
with I-Premise
Fi02 I-Premise
of I-Premise
31% I-Premise
at I-Premise
sea I-Premise
level I-Premise
with I-Premise
a I-Premise
Pa02 I-Premise
of I-Premise
86 I-Premise
mm I-Premise
Hg, I-Premise
PaC02 I-Premise
65 I-Premise
mm I-Premise
Hg, I-Premise
pH I-Premise
7.13 I-Premise
and I-Premise
Bicarbonate I-Premise
27 I-Premise
mmol/liter. I-Premise

Which O
of O
the O
following O
statements O
is O
FALSE? O

1- O
The B-Claim
patient I-Claim
is I-Claim
hyperventilating. I-Claim

2- O
The B-Claim
alveolar I-Claim
arterial I-Claim
oxygen I-Claim
gradient I-Claim
is I-Claim
elevated. I-Claim

3- O
The B-Claim
patient I-Claim
is I-Claim
in I-Claim
respiratory I-Claim
acidosis. I-Claim

4- O
Bicarbonate B-Claim
level I-Claim
is I-Claim
normal. I-Claim

5- O
Initiation B-Claim
of I-Claim
mechanical I-Claim
ventilation I-Claim
should I-Claim
be I-Claim
considered. I-Claim

CORRECT O
ANSWER: O
1 O

Blood B-Claim
gas I-Claim
analysis I-Claim
shows I-Claim
an I-Claim
acute I-Claim
respiratory I-Claim
acidosis, I-Claim
due I-Claim
to I-Claim
an I-Claim
increase I-Claim
in I-Claim
PCO2 I-Claim
of I-Claim
short I-Claim
evolution I-Claim
time I-Claim
because I-Claim
the I-Claim
kidney I-Claim
has I-Claim
not I-Claim
yet I-Claim
had I-Claim
time I-Claim
to I-Claim
retain I-Claim
bicarbonates I-Claim
(bicarbonate I-Claim
level I-Claim
at I-Claim
the I-Claim
high I-Claim
limit I-Claim
of I-Claim
normality). I-Claim

The B-Claim
patient I-Claim
is I-Claim
not I-Claim
hyperventilating I-Claim
but I-Claim
hypoventilating I-Claim
because I-Claim
PCO2 I-Claim
is I-Claim
elevated. I-Claim

The B-Claim
alveolar I-Claim
arterial I-Claim
oxygen I-Claim
gradient I-Claim
is I-Claim
altered I-Claim
since I-Claim
the I-Claim
patient I-Claim
has I-Claim
a I-Claim
normal I-Claim
PaO2, I-Claim
but I-Claim
because I-Claim
he I-Claim
has I-Claim
a I-Claim
high I-Claim
FiO2. I-Claim

If B-Claim
he I-Claim
were I-Claim
without I-Claim
oxygen, I-Claim
he I-Claim
would I-Claim
be I-Claim
hypoxemic. I-Claim

Respiratory B-Claim
acidosis I-Claim
below I-Claim
7.20 I-Claim
is I-Claim
a I-Claim
reason I-Claim
to I-Claim
consider I-Claim
noninvasive I-Claim
mechanical I-Claim
ventilation I-Claim
acutely I-Claim
and I-Claim
in I-Claim
principle I-Claim
temporarily I-Claim
in I-Claim
a I-Claim
patient I-Claim
with I-Claim
severe I-Claim
COPD. I-Claim

QUESTION O
TYPE: O
PNEUMOLOGY O

CLINICAL O
CASE: O

A B-Premise
53-year-old I-Premise
woman I-Premise
with I-Premise
bronchial I-Premise
asthma I-Premise
comes I-Premise
to I-Premise
the I-Premise
allergy I-Premise
clinic I-Premise
for I-Premise
a I-Premise
checkup. I-Premise

She B-Premise
reports I-Premise
repeated I-Premise
exacerbations I-Premise
with I-Premise
nocturnal I-Premise
symptoms, I-Premise
frequent I-Premise
use I-Premise
of I-Premise
rescue I-Premise
medication I-Premise
and I-Premise
dyspnea I-Premise
on I-Premise
exertion I-Premise
when I-Premise
walking I-Premise
on I-Premise
level I-Premise
ground. I-Premise

Spirometry B-Premise
shows I-Premise
a I-Premise
pre-bronchodilator I-Premise
FEV1/FVC I-Premise
ratio I-Premise
of I-Premise
60% I-Premise
and I-Premise
FEV1 I-Premise
of I-Premise
55%. I-Premise

Skin B-Premise
tests I-Premise
are I-Premise
positive I-Premise
for I-Premise
mites I-Premise
and I-Premise
total I-Premise
IgE I-Premise
of I-Premise
150 I-Premise
IU/ml. I-Premise

The B-Premise
patient I-Premise
is I-Premise
being I-Premise
treated I-Premise
with I-Premise
a I-Premise
combination I-Premise
of I-Premise
high-dose I-Premise
salmeterol/budesonide I-Premise
(50/500 I-Premise
mg: I-Premise
2 I-Premise
puffs I-Premise
twice I-Premise
daily), I-Premise
maintenance I-Premise
oral I-Premise
prednisone I-Premise
(10 I-Premise
mg/day) I-Premise
and I-Premise
theophylline. I-Premise

Of O
the O
following O
options, O
which O
is O
the O
most O
advisable O
therapeutic O
approach? O

1- O
Add B-Claim
magnesium I-Claim
sulfate. I-Claim

2- O
Increase B-Claim
the I-Claim
dose I-Claim
of I-Claim
prednisone I-Claim
to I-Claim
30 I-Claim
mg/day. I-Claim

3- O
Add B-Claim
omalizumab. I-Claim

4- O
Nebulized B-Claim
treatment I-Claim
at I-Claim
home. I-Claim

5- O
Switch B-Claim
to I-Claim
a I-Claim
combination I-Claim
with I-Claim
high I-Claim
doses I-Claim
of I-Claim
budesonide I-Claim
and I-Claim
formoterol. I-Claim

CORRECT O
ANSWER: O
3 O

The B-Claim
indication I-Claim
of I-Claim
omalizumab I-Claim
in I-Claim
a I-Claim
patient I-Claim
such I-Claim
as I-Claim
the I-Claim
one I-Claim
referred I-Claim
to I-Claim
is I-Claim
a I-Claim
correct I-Claim
indication, I-Claim
although I-Claim
in I-Claim
severe I-Claim
asthma I-Claim
that I-Claim
is I-Claim
difficult I-Claim
to I-Claim
control, I-Claim
there I-Claim
are I-Claim
other I-Claim
prior I-Claim
measures I-Claim
that I-Claim
are I-Claim
not I-Claim
contemplated I-Claim
and I-Claim
that I-Claim
must I-Claim
always I-Claim
be I-Claim
taken I-Claim
into I-Claim
account I-Claim
before I-Claim
resorting I-Claim
to I-Claim
this I-Claim
treatment. I-Claim

It B-Claim
is I-Claim
mandatory I-Claim
to I-Claim
ensure I-Claim
firstly I-Claim
that I-Claim
it I-Claim
is I-Claim
truly I-Claim
asthma I-Claim
and I-Claim
not I-Claim
another I-Claim
disease I-Claim
that I-Claim
simulates I-Claim
asthma, I-Claim
secondly B-Claim
that I-Claim
there I-Claim
are I-Claim
no I-Claim
complications I-Claim
that I-Claim
worsen I-Claim
the I-Claim
evolution I-Claim
as I-Claim
could I-Claim
be I-Claim
the I-Claim
presence I-Claim
of I-Claim
gastroesophageal I-Claim
reflux, I-Claim
bronchiectasis, I-Claim
presence I-Claim
of I-Claim
opportunistic I-Claim
germs I-Claim
given I-Claim
the I-Claim
chronic I-Claim
treatment I-Claim
with I-Claim
steroids, I-Claim
etc; I-Claim
and O
thirdly, B-Claim
it I-Claim
is I-Claim
necessary I-Claim
to I-Claim
confirm I-Claim
that I-Claim
the I-Claim
patient I-Claim
complies I-Claim
with I-Claim
the I-Claim
treatments I-Claim
correctly, I-Claim
especially I-Claim
the I-Claim
inhaled I-Claim
treatment, I-Claim
etc. I-Claim

Once B-Claim
all I-Claim
of I-Claim
the I-Claim
above I-Claim
has I-Claim
been I-Claim
checked, I-Claim
it I-Claim
would I-Claim
be I-Claim
time I-Claim
to I-Claim
start I-Claim
a I-Claim
trial I-Claim
treatment I-Claim
with I-Claim
omalizumab. I-Claim

QUESTION O
TYPE: O
PNEUMOLOGY O

CLINICAL O
CASE: O

A B-Premise
67-year-old I-Premise
man I-Premise
consults I-Premise
for I-Premise
moderate I-Premise
exertional I-Premise
dyspnea I-Premise
of I-Premise
progressive I-Premise
onset I-Premise
in I-Premise
recent I-Premise
years. I-Premise

He B-Premise
has I-Premise
daily I-Premise
whitish I-Premise
expectoration I-Premise
and I-Premise
sometimes I-Premise
breath I-Premise
sounds, I-Premise
especially I-Premise
in I-Premise
winter I-Premise
with I-Premise
respiratory I-Premise
infections. I-Premise

He B-Premise
has I-Premise
been I-Premise
a I-Premise
smoker I-Premise
of I-Premise
about I-Premise
20 I-Premise
cigarettes I-Premise
a I-Premise
day I-Premise
for I-Premise
the I-Premise
last I-Premise
45 I-Premise
years. I-Premise

On B-Premise
examination I-Premise
he I-Premise
is I-Premise
eupneic, I-Premise
normocolored, I-Premise
with I-Premise
an I-Premise
oxygen I-Premise
saturation I-Premise
of I-Premise
94%, I-Premise
and I-Premise
has I-Premise
generalized I-Premise
decreased I-Premise
vesicular I-Premise
murmur I-Premise
on I-Premise
chest I-Premise
auscultation I-Premise
as I-Premise
the I-Premise
only I-Premise
findings I-Premise
of I-Premise
interest. I-Premise

Chest B-Premise
X-ray I-Premise
shows I-Premise
an I-Premise
elongated I-Premise
cardiac I-Premise
silhouette, I-Premise
with I-Premise
signs I-Premise
of I-Premise
hyperinflation I-Premise
or I-Premise
pulmonary I-Premise
air I-Premise
trapping, I-Premise
without I-Premise
other I-Premise
alterations. I-Premise

Spirometry B-Premise
was I-Premise
performed I-Premise
with I-Premise
the I-Premise
following I-Premise
result: I-Premise
FVC I-Premise
84%, I-Premise
FEV1 I-Premise
58%, I-Premise
FEV1/FVC I-Premise
61%, I-Premise
unchanged I-Premise
after I-Premise
bronchodilator. I-Premise

Among O
those O
indicated, O
indicate O
the O
most O
appropriate O
treatment O
for O
this O
patient: O

1- O
Daily B-Claim
inhaled I-Claim
corticosteroid. I-Claim

2- O
Home B-Claim
oxygen I-Claim
therapy I-Claim
with I-Claim
portable I-Claim
oxygen I-Claim
source I-Claim
for I-Claim
ambulation. I-Claim

3- O
Oral B-Claim
leukotriene I-Claim
antagonist. I-Claim

4- O
Oral B-Claim
corticosteroid I-Claim
for I-Claim
three I-Claim
